id,language,is_tts,group_key
SAN_M_ANGER_00042,Sanskrit,1,SAN_M
SAN_M_ANGER_00083,Sanskrit,1,SAN_M
MAR_F_DISGUST_00441,Marathi,0,MAR_F
MAL_F_NEWS_00809,Malayalam,1,MAL_F
NEP_F_NAMES_00652,Nepali,1,NEP_F
text5173,Odia,0,text5173
train_manipurimale_03665,Manipuri,1,train_manipurimale
SAN_M_HAPPY_00177,Sanskrit,1,SAN_M
DOI_M_BB_00185,Dogri,0,DOI_M
te_f_education_00597,Telugu,0,te_f
en_m_libri_3240-131231-0014,English,0,en_m
NEP_F_BOOK_00940,Nepali,1,NEP_F
text3499,Odia,0,text3499
text3383,Odia,1,text3383
MAR_F_HAPPY_00109,Marathi,1,MAR_F
MAR_F_INDIC_00271,Marathi,1,MAR_F
SAN_M_DISGUST_00333,Sanskrit,0,SAN_M
train_manipurimale_08427,Manipuri,1,train_manipurimale
train_gujaratifemale_02182,Gujarati,1,train_gujaratifemale
NEP_F_FEAR_00408,Nepali,1,NEP_F
DOI_M_HAPPY_00259,Dogri,0,DOI_M
text1061,Odia,0,text1061
te_f_books_socialscience_04171,Telugu,1,te_f
text3214,Odia,0,text3214
train_manipurimale_08368,Manipuri,1,train_manipurimale
NEP_F_BOOK_01116,Nepali,0,NEP_F
DOI_M_ALEXA_00181,Dogri,1,DOI_M
te_f_books_socialscience_03490,Telugu,1,te_f
NEP_F_NEWS_00594,Nepali,0,NEP_F
text0297,Odia,0,text0297
MAR_F_INDIC_00097,Marathi,1,MAR_F
NEP_F_HAPPY_00234,Nepali,0,NEP_F
train_gujaratifemale_01327,Gujarati,1,train_gujaratifemale
NEP_F_DISGUST_00391,Nepali,1,NEP_F
SAN_M_FEAR_00048,Sanskrit,1,SAN_M
text5004,Odia,0,text5004
train_manipurimale_06180,Manipuri,0,train_manipurimale
train_manipurimale_05170,Manipuri,0,train_manipurimale
NEP_F_HAPPY_00024,Nepali,1,NEP_F
MAR_F_INDIC_00194,Marathi,1,MAR_F
SAN_M_WIKI_00332,Sanskrit,0,SAN_M
MAL_F_SURPRISE_00344,Malayalam,1,MAL_F
ASM_F_SURPRISE_00076,Assamese,0,ASM_F
text4328,Odia,0,text4328
text2956,Odia,1,text2956
DOI_M_FEAR_00190,Dogri,1,DOI_M
ASM_F_SAD_00379,Assamese,0,ASM_F
train_gujaratifemale_00503,Gujarati,1,train_gujaratifemale
en_m_lj_LJ005-0273,English,1,en_m
ASM_F_SAD_00400,Assamese,0,ASM_F
BEN_M_SANGRAH_00992,Bengali,0,BEN_M
text1386,Odia,1,text1386
BRX_F_CONV_01662,Bodo,0,BRX_F
NEP_F_SURPRISE_00167,Nepali,1,NEP_F
text5684,Odia,0,text5684
NEP_F_ALEXA_00007,Nepali,1,NEP_F
DOI_M_ANGER_00158,Dogri,0,DOI_M
SAN_M_ANGER_00026,Sanskrit,1,SAN_M
NEP_F_BOOK_00594,Nepali,1,NEP_F
MAR_F_ANGER_00083,Marathi,0,MAR_F
en_m_EN_H_3914,English,0,en_m
SAN_M_HAPPY_00049,Sanskrit,0,SAN_M
NEP_F_WIKI_03314,Nepali,1,NEP_F
te_f_finance_00110,Telugu,0,te_f
BRX_F_CONV_00900,Bodo,0,BRX_F
text0702,Odia,1,text0702
DOI_M_FEAR_00118,Dogri,0,DOI_M
ASM_F_CONV_03196,Assamese,0,ASM_F
MAL_F_NAMES_01234,Malayalam,0,MAL_F
KAN_M_UMANG_00054,Kannada,1,KAN_M
train_gujaratifemale_00772,Gujarati,0,train_gujaratifemale
NEP_F_NEWS_00156,Nepali,0,NEP_F
MAL_F_SURPRISE_00379,Malayalam,1,MAL_F
ASM_F_INDIC_00547,Assamese,0,ASM_F
KAN_M_HAPPY_00116,Kannada,1,KAN_M
train_manipurimale_09091,Manipuri,0,train_manipurimale
BEN_M_SANGRAH_01448,Bengali,0,BEN_M
NEP_F_BOOK_01174,Nepali,1,NEP_F
SAN_M_FEAR_00072,Sanskrit,1,SAN_M
MAR_F_ANGER_00047,Marathi,1,MAR_F
te_f_books_socialscience_04123,Telugu,1,te_f
MAL_F_BOOK_00365,Malayalam,1,MAL_F
SAN_M_WIKI_00821,Sanskrit,1,SAN_M
DOI_M_BOOK_00139,Dogri,1,DOI_M
MAL_F_NAMES_02550,Malayalam,1,MAL_F
train_manipurimale_02729,Manipuri,0,train_manipurimale
train_manipurimale_05874,Manipuri,1,train_manipurimale
train_gujaratifemale_01230,Gujarati,0,train_gujaratifemale
train_gujaratifemale_01458,Gujarati,1,train_gujaratifemale
SAN_M_ANGER_00111,Sanskrit,0,SAN_M
train_manipurimale_03505,Manipuri,0,train_manipurimale
train_gujaratifemale_02198,Gujarati,0,train_gujaratifemale
KAN_M_HAPPY_00119,Kannada,0,KAN_M
KAN_M_SAD_00081,Kannada,0,KAN_M
KAN_M_SAD_00012,Kannada,1,KAN_M
MAL_F_SAD_00265,Malayalam,0,MAL_F
MAR_F_DISGUST_00001,Marathi,1,MAR_F
DOI_M_BOOK_00395,Dogri,1,DOI_M
text3612,Odia,1,text3612
text3250,Odia,1,text3250
NEP_F_CONV_02272,Nepali,1,NEP_F
NEP_F_CONV_02152,Nepali,1,NEP_F
SAN_M_BOOK_00230,Sanskrit,1,SAN_M
train_manipurimale_05344,Manipuri,1,train_manipurimale
text4247,Odia,0,text4247
en_m_EN_E_3386,English,1,en_m
en_m_EN_W_1193,English,1,en_m
BEN_M_NEWS_00685,Bengali,1,BEN_M
MAR_F_BOOK_00524,Marathi,1,MAR_F
SAN_M_WIKI_01811,Sanskrit,1,SAN_M
NEP_F_HAPPY_00405,Nepali,1,NEP_F
SAN_M_BOOK_00691,Sanskrit,1,SAN_M
train_gujaratifemale_01772,Gujarati,1,train_gujaratifemale
SAN_M_CONV_00891,Sanskrit,0,SAN_M
ASM_F_CONV_02397,Assamese,1,ASM_F
SAN_M_HAPPY_00046,Sanskrit,1,SAN_M
KAN_M_FEAR_00231,Kannada,1,KAN_M
text0205,Odia,1,text0205
en_m_EN_H_3527,English,0,en_m
KAN_M_SURPRISE_00011,Kannada,0,KAN_M
DOI_M_HAPPY_00332,Dogri,1,DOI_M
train_manipurimale_04474,Manipuri,1,train_manipurimale
train_manipurimale_05707,Manipuri,0,train_manipurimale
BRX_F_DISGUST_00518,Bodo,1,BRX_F
ASM_F_NEWS_00313,Assamese,1,ASM_F
NEP_F_HAPPY_00422,Nepali,0,NEP_F
KAN_M_CONV_01442,Kannada,0,KAN_M
MAR_F_FEAR_00223,Marathi,0,MAR_F
KAN_M_WIKI_01389,Kannada,1,KAN_M
text5209,Odia,1,text5209
te_f_books_socialscience_03755,Telugu,1,te_f
NEP_F_FEAR_00057,Nepali,1,NEP_F
KAN_M_HAPPY_00418,Kannada,1,KAN_M
en_m_EN_H_3351,English,1,en_m
text0016,Odia,1,text0016
SAN_M_ALEXA_00272,Sanskrit,1,SAN_M
text4302,Odia,1,text4302
SAN_M_BOOK_00343,Sanskrit,1,SAN_M
MAL_F_WIKI_01374,Malayalam,1,MAL_F
MAL_F_WIKI_00826,Malayalam,1,MAL_F
DOI_M_BB_00139,Dogri,1,DOI_M
text4736,Odia,1,text4736
text0747,Odia,1,text0747
DOI_M_HAPPY_00520,Dogri,0,DOI_M
BEN_M_BOOK_00480,Bengali,0,BEN_M
text5487,Odia,1,text5487
SAN_M_ANGER_00249,Sanskrit,1,SAN_M
KAN_M_SURPRISE_00036,Kannada,0,KAN_M
text4099,Odia,0,text4099
NEP_F_DISGUST_00460,Nepali,0,NEP_F
KAN_M_ANGER_00024,Kannada,1,KAN_M
BEN_M_ANGER_00154,Bengali,1,BEN_M
ASM_F_ALEXA_00175,Assamese,1,ASM_F
BEN_M_SURPRISE_00231,Bengali,1,BEN_M
text4003,Odia,0,text4003
te_f_books_socialscience_01464,Telugu,1,te_f
ASM_F_HAPPY_00465,Assamese,0,ASM_F
BEN_M_ANGER_00328,Bengali,1,BEN_M
KAN_M_DISGUST_00145,Kannada,1,KAN_M
text0861,Odia,0,text0861
train_manipurimale_01171,Manipuri,1,train_manipurimale
train_manipurimale_07602,Manipuri,1,train_manipurimale
train_manipurimale_07355,Manipuri,0,train_manipurimale
text3817,Odia,1,text3817
ASM_F_NEWS_00267,Assamese,0,ASM_F
SAN_M_WIKI_00149,Sanskrit,1,SAN_M
NEP_F_HAPPY_00209,Nepali,0,NEP_F
KAN_M_NEWS_00237,Kannada,1,KAN_M
train_gujaratifemale_01976,Gujarati,0,train_gujaratifemale
DOI_M_BOOK_00391,Dogri,0,DOI_M
MAL_F_NEWS_00281,Malayalam,1,MAL_F
text1627,Odia,1,text1627
NEP_F_ALEXA_00238,Nepali,1,NEP_F
ASM_F_BOOK_00811,Assamese,0,ASM_F
MAR_F_HAPPY_00202,Marathi,1,MAR_F
train_gujaratifemale_01956,Gujarati,1,train_gujaratifemale
DOI_M_DISGUST_00455,Dogri,0,DOI_M
NEP_F_SAD_00036,Nepali,0,NEP_F
MAL_F_BOOK_00514,Malayalam,0,MAL_F
train_gujaratifemale_01317,Gujarati,0,train_gujaratifemale
en_m_lj_LJ045-0098,English,0,en_m
BRX_F_DISGUST_00371,Bodo,0,BRX_F
text1109,Odia,1,text1109
ASM_F_SAD_00136,Assamese,1,ASM_F
NEP_F_DISGUST_00098,Nepali,1,NEP_F
NEP_F_NAMES_02587,Nepali,1,NEP_F
train_gujaratifemale_01681,Gujarati,0,train_gujaratifemale
MAR_F_BOOK_00492,Marathi,1,MAR_F
BEN_M_SANGRAH_01508,Bengali,0,BEN_M
DOI_M_HAPPY_00485,Dogri,1,DOI_M
KAN_M_INDIC_00380,Kannada,0,KAN_M
DOI_M_HAPPY_00095,Dogri,1,DOI_M
en_m_EN_O_55,English,0,en_m
text1232,Odia,0,text1232
SAN_M_ALEXA_00002,Sanskrit,0,SAN_M
train_gujaratifemale_01214,Gujarati,0,train_gujaratifemale
NEP_F_FEAR_00401,Nepali,1,NEP_F
SAN_M_FEAR_00143,Sanskrit,1,SAN_M
DOI_M_CONV_00605,Dogri,0,DOI_M
en_m_lj_LJ023-0119,English,0,en_m
SAN_M_ALEXA_00093,Sanskrit,1,SAN_M
ASM_F_WIKI_00674,Assamese,1,ASM_F
MAR_F_HAPPY_00001,Marathi,0,MAR_F
NEP_F_BOOK_00273,Nepali,0,NEP_F
KAN_M_DISGUST_00192,Kannada,0,KAN_M
DOI_M_BB_00067,Dogri,0,DOI_M
ASM_F_INDIC_00275,Assamese,1,ASM_F
NEP_F_SAD_00069,Nepali,0,NEP_F
MAL_F_WIKI_01084,Malayalam,1,MAL_F
ASM_F_HAPPY_00282,Assamese,0,ASM_F
en_m_lj_LJ041-0133,English,1,en_m
text0301,Odia,1,text0301
text1167,Odia,0,text1167
en_m_EN_E_1943,English,0,en_m
SAN_M_DISGUST_00049,Sanskrit,0,SAN_M
DOI_M_CONV_00574,Dogri,1,DOI_M
SAN_M_WIKI_00837,Sanskrit,0,SAN_M
MAL_F_SURPRISE_00065,Malayalam,0,MAL_F
ASM_F_CONV_00428,Assamese,1,ASM_F
MAL_F_SAD_00136,Malayalam,1,MAL_F
train_gujaratifemale_01439,Gujarati,1,train_gujaratifemale
BEN_M_SANGRAH_00383,Bengali,1,BEN_M
DOI_M_BB_00195,Dogri,0,DOI_M
KAN_M_HAPPY_00176,Kannada,1,KAN_M
en_m_lj_LJ039-0136,English,1,en_m
en_m_EN_H_328,English,0,en_m
ASM_F_SURPRISE_00444,Assamese,1,ASM_F
NEP_F_DISGUST_00293,Nepali,0,NEP_F
SAN_M_ALEXA_00099,Sanskrit,1,SAN_M
SAN_M_HAPPY_00039,Sanskrit,0,SAN_M
en_m_EN_A_4460,English,1,en_m
train_manipurimale_01360,Manipuri,1,train_manipurimale
text4107,Odia,0,text4107
train_manipurimale_09739,Manipuri,0,train_manipurimale
NEP_F_CONV_01807,Nepali,0,NEP_F
en_m_EN_H_668,English,0,en_m
MAL_F_BOOK_01426,Malayalam,0,MAL_F
en_m_EN_E_2564,English,0,en_m
NEP_F_SAD_00141,Nepali,1,NEP_F
NEP_F_BOOK_01210,Nepali,0,NEP_F
en_m_EN_F_1887,English,0,en_m
BRX_F_FEAR_00061,Bodo,1,BRX_F
SAN_M_DISGUST_00202,Sanskrit,0,SAN_M
NEP_F_NEWS_00045,Nepali,1,NEP_F
text0213,Odia,0,text0213
BRX_F_HAPPY_00172,Bodo,1,BRX_F
ASM_F_WIKI_01123,Assamese,1,ASM_F
train_manipurimale_02976,Manipuri,1,train_manipurimale
text3593,Odia,1,text3593
SAN_M_FEAR_00254,Sanskrit,1,SAN_M
text5694,Odia,0,text5694
BRX_F_INDIC_00405,Bodo,1,BRX_F
en_m_EN_H_3318,English,0,en_m
ASM_F_CONV_03138,Assamese,1,ASM_F
BEN_M_INDIC_00050,Bengali,0,BEN_M
en_m_EN_A_2220,English,0,en_m
BEN_M_SURPRISE_00608,Bengali,0,BEN_M
ASM_F_ALEXA_00158,Assamese,0,ASM_F
train_manipurimale_06931,Manipuri,1,train_manipurimale
KAN_M_FEAR_00080,Kannada,0,KAN_M
SAN_M_HAPPY_00135,Sanskrit,0,SAN_M
DOI_M_CONV_02050,Dogri,0,DOI_M
NEP_F_BB_00165,Nepali,1,NEP_F
BEN_M_BOOK_00997,Bengali,1,BEN_M
DOI_M_DISGUST_00259,Dogri,1,DOI_M
MAL_F_WIKI_02839,Malayalam,1,MAL_F
SAN_M_ANGER_00255,Sanskrit,0,SAN_M
KAN_M_HAPPY_00468,Kannada,1,KAN_M
train_manipurimale_08827,Manipuri,1,train_manipurimale
ASM_F_SURPRISE_00214,Assamese,1,ASM_F
SAN_M_BOOK_00519,Sanskrit,1,SAN_M
en_m_EN_O_2877,English,1,en_m
MAR_F_INDIC_00406,Marathi,1,MAR_F
train_gujaratifemale_01191,Gujarati,1,train_gujaratifemale
train_manipurimale_01788,Manipuri,0,train_manipurimale
KAN_M_SAD_00315,Kannada,0,KAN_M
en_m_EN_W_5545,English,0,en_m
BRX_F_ALEXA_00089,Bodo,0,BRX_F
SAN_M_BOOK_00559,Sanskrit,1,SAN_M
SAN_M_BOOK_00767,Sanskrit,1,SAN_M
en_m_EN_O_1187,English,1,en_m
NEP_F_BOOK_00589,Nepali,1,NEP_F
BEN_M_ANGER_00033,Bengali,0,BEN_M
SAN_M_DISGUST_00268,Sanskrit,1,SAN_M
SAN_M_DISGUST_00277,Sanskrit,0,SAN_M
ASM_F_CONV_01474,Assamese,0,ASM_F
ASM_F_CONV_02918,Assamese,1,ASM_F
ASM_F_HAPPY_00056,Assamese,0,ASM_F
ASM_F_WIKI_02331,Assamese,0,ASM_F
DOI_M_CONV_01775,Dogri,0,DOI_M
MAL_F_SAD_00376,Malayalam,0,MAL_F
text5546,Odia,0,text5546
DOI_M_HAPPY_00272,Dogri,0,DOI_M
MAL_F_WIKI_00822,Malayalam,1,MAL_F
ASM_F_SURPRISE_00362,Assamese,0,ASM_F
train_manipurimale_06292,Manipuri,0,train_manipurimale
MAL_F_WIKI_00104,Malayalam,0,MAL_F
DOI_M_BOOK_00663,Dogri,0,DOI_M
train_manipurimale_00735,Manipuri,1,train_manipurimale
train_gujaratifemale_02312,Gujarati,1,train_gujaratifemale
MAL_F_NEWS_00388,Malayalam,1,MAL_F
DOI_M_BB_00208,Dogri,1,DOI_M
DOI_M_DISGUST_00399,Dogri,0,DOI_M
BEN_M_DISGUST_00505,Bengali,1,BEN_M
ASM_F_ANGER_00054,Assamese,1,ASM_F
train_manipurimale_01704,Manipuri,1,train_manipurimale
MAR_F_ANGER_00508,Marathi,0,MAR_F
te_f_other_00301,Telugu,1,te_f
NEP_F_SURPRISE_00355,Nepali,0,NEP_F
ASM_F_CONV_01848,Assamese,0,ASM_F
ASM_F_DIGI_00110,Assamese,0,ASM_F
NEP_F_BOOK_00585,Nepali,1,NEP_F
ASM_F_FEAR_00063,Assamese,0,ASM_F
SAN_M_BOOK_00004,Sanskrit,0,SAN_M
DOI_M_BOOK_00025,Dogri,1,DOI_M
BEN_M_INDIC_00344,Bengali,1,BEN_M
en_m_EN_E_3079,English,0,en_m
train_gujaratifemale_01619,Gujarati,1,train_gujaratifemale
KAN_M_ANGER_00324,Kannada,0,KAN_M
text2293,Odia,1,text2293
te_f_books_socialscience_01803,Telugu,0,te_f
SAN_M_WIKI_00901,Sanskrit,0,SAN_M
NEP_F_NEWS_00274,Nepali,0,NEP_F
SAN_M_HAPPY_00289,Sanskrit,0,SAN_M
SAN_M_CONV_01854,Sanskrit,1,SAN_M
BRX_F_DISGUST_00076,Bodo,0,BRX_F
MAL_F_BOOK_00402,Malayalam,1,MAL_F
MAL_F_INDIC_00339,Malayalam,0,MAL_F
BEN_M_INDIC_00531,Bengali,0,BEN_M
text4366,Odia,1,text4366
BRX_F_FEAR_00443,Bodo,0,BRX_F
KAN_M_DISGUST_00066,Kannada,0,KAN_M
BRX_F_INDIC_00447,Bodo,1,BRX_F
text0920,Odia,1,text0920
MAL_F_SURPRISE_00474,Malayalam,0,MAL_F
train_gujaratifemale_00628,Gujarati,0,train_gujaratifemale
text0386,Odia,1,text0386
text5356,Odia,1,text5356
MAR_F_ANGER_00526,Marathi,0,MAR_F
text3347,Odia,1,text3347
NEP_F_CONV_01564,Nepali,0,NEP_F
ASM_F_SAD_00043,Assamese,1,ASM_F
text5828,Odia,1,text5828
MAR_F_BOOK_00691,Marathi,0,MAR_F
DOI_M_FEAR_00508,Dogri,1,DOI_M
text2044,Odia,0,text2044
DOI_M_HAPPY_00022,Dogri,1,DOI_M
KAN_M_BOOK_01298,Kannada,0,KAN_M
DOI_M_CONV_01392,Dogri,0,DOI_M
SAN_M_DISGUST_00156,Sanskrit,1,SAN_M
NEP_F_HAPPY_00239,Nepali,1,NEP_F
MAR_F_INDIC_00100,Marathi,1,MAR_F
te_f_books_socialscience_04301,Telugu,1,te_f
train_manipurimale_02978,Manipuri,1,train_manipurimale
BEN_M_WIKI_01603,Bengali,1,BEN_M
text5759,Odia,0,text5759
MAR_F_DISGUST_00303,Marathi,1,MAR_F
text3220,Odia,1,text3220
